Document,Model,Annotation_Type,Evaluation_Mode,Precision,Recall,F1_Score,True_Positives,False_Positives,False_Negatives,Gold_Count,Predicted_Count
VISY v. SLOVAKIA,mixtral:8x7b,Event_what,Strict,0.000,0.000,0.000,0,8,21,21,8
VISY v. SLOVAKIA,dolphin3:8b,Event,Lenient,0.500,0.267,0.348,4,4,11,15,8
VISY v. SLOVAKIA,dolphin3:8b,Event,Strict,0.375,0.200,0.261,3,5,12,15,8
VISY v. SLOVAKIA,dolphin3:8b,Event_who,Lenient,0.125,0.071,0.091,1,7,13,14,8
VISY v. SLOVAKIA,dolphin3:8b,Event_who,Strict,0.125,0.071,0.091,1,7,13,14,8
VISY v. SLOVAKIA,dolphin3:8b,Event_when,Lenient,0.667,0.182,0.286,2,1,9,11,3
VISY v. SLOVAKIA,dolphin3:8b,Event_when,Strict,0.667,0.182,0.286,2,1,9,11,3
VISY v. SLOVAKIA,dolphin3:8b,Event_what,Lenient,0.000,0.000,0.000,0,2,21,21,2
VISY v. SLOVAKIA,dolphin3:8b,Event_what,Strict,0.000,0.000,0.000,0,2,21,21,2
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:1b,Event,Lenient,0.250,0.333,0.286,4,12,8,12,16
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:1b,Event,Strict,0.062,0.083,0.071,1,15,11,12,16
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:1b,Event_who,Lenient,0.083,0.077,0.080,1,11,12,13,12
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:1b,Event_who,Strict,0.000,0.000,0.000,0,12,13,13,12
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:1b,Event_when,Lenient,0.188,0.300,0.231,3,13,7,10,16
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:1b,Event_when,Strict,0.188,0.300,0.231,3,13,7,10,16
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:1b,Event_what,Lenient,0.000,0.000,0.000,0,1,15,15,1
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:1b,Event_what,Strict,0.000,0.000,0.000,0,1,15,15,1
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:4b,Event,Lenient,0.400,0.333,0.364,4,6,8,12,10
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:4b,Event,Strict,0.200,0.167,0.182,2,8,10,12,10
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:4b,Event_who,Lenient,0.100,0.077,0.087,1,9,12,13,10
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:4b,Event_who,Strict,0.100,0.077,0.087,1,9,12,13,10
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:4b,Event_when,Lenient,0.400,0.200,0.267,2,3,8,10,5
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:4b,Event_when,Strict,0.400,0.200,0.267,2,3,8,10,5
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:4b,Event_what,Lenient,0.286,0.133,0.182,2,5,13,15,7
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:4b,Event_what,Strict,0.143,0.067,0.091,1,6,14,15,7
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:12b,Event,Lenient,0.435,0.833,0.571,10,13,2,12,23
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:12b,Event,Strict,0.304,0.583,0.400,7,16,5,12,23
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:12b,Event_who,Lenient,0.261,0.462,0.333,6,17,7,13,23
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:12b,Event_who,Strict,0.261,0.462,0.333,6,17,7,13,23
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:12b,Event_when,Lenient,0.750,0.600,0.667,6,2,4,10,8
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:12b,Event_when,Strict,0.750,0.600,0.667,6,2,4,10,8
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:12b,Event_what,Lenient,0.227,0.333,0.270,5,17,10,15,22
OTGON v. THE REPUBLIC OF MOLDOVA,gemma3:12b,Event_what,Strict,0.000,0.000,0.000,0,22,15,15,22
OTGON v. THE REPUBLIC OF MOLDOVA,llama3.3:latest,Event,Lenient,1.000,0.083,0.154,1,0,11,12,1
OTGON v. THE REPUBLIC OF MOLDOVA,llama3.3:latest,Event,Strict,0.000,0.000,0.000,0,1,12,12,1
OTGON v. THE REPUBLIC OF MOLDOVA,llama3.3:latest,Event_who,Lenient,0.000,0.000,0.000,0,0,13,13,0
OTGON v. THE REPUBLIC OF MOLDOVA,llama3.3:latest,Event_who,Strict,0.000,0.000,0.000,0,0,13,13,0
OTGON v. THE REPUBLIC OF MOLDOVA,llama3.3:latest,Event_when,Lenient,0.000,0.000,0.000,0,1,10,10,1
OTGON v. THE REPUBLIC OF MOLDOVA,llama3.3:latest,Event_when,Strict,0.000,0.000,0.000,0,1,10,10,1
OTGON v. THE REPUBLIC OF MOLDOVA,llama3.3:latest,Event_what,Lenient,0.000,0.000,0.000,0,1,15,15,1
OTGON v. THE REPUBLIC OF MOLDOVA,llama3.3:latest,Event_what,Strict,0.000,0.000,0.000,0,1,15,15,1
OTGON v. THE REPUBLIC OF MOLDOVA,deepseek-r1:8b,Event,Lenient,0.667,0.500,0.571,6,3,6,12,9
OTGON v. THE REPUBLIC OF MOLDOVA,deepseek-r1:8b,Event,Strict,0.556,0.417,0.476,5,4,7,12,9
OTGON v. THE REPUBLIC OF MOLDOVA,deepseek-r1:8b,Event_who,Lenient,0.000,0.000,0.000,0,2,13,13,2
OTGON v. THE REPUBLIC OF MOLDOVA,deepseek-r1:8b,Event_who,Strict,0.000,0.000,0.000,0,2,13,13,2
OTGON v. THE REPUBLIC OF MOLDOVA,deepseek-r1:8b,Event_when,Lenient,0.800,0.400,0.533,4,1,6,10,5
OTGON v. THE REPUBLIC OF MOLDOVA,deepseek-r1:8b,Event_when,Strict,0.800,0.400,0.533,4,1,6,10,5
OTGON v. THE REPUBLIC OF MOLDOVA,deepseek-r1:8b,Event_what,Lenient,0.000,0.000,0.000,0,2,15,15,2
OTGON v. THE REPUBLIC OF MOLDOVA,deepseek-r1:8b,Event_what,Strict,0.000,0.000,0.000,0,2,15,15,2
OTGON v. THE REPUBLIC OF MOLDOVA,mistral:latest,Event,Lenient,0.304,0.583,0.400,7,16,5,12,23
OTGON v. THE REPUBLIC OF MOLDOVA,mistral:latest,Event,Strict,0.217,0.417,0.286,5,18,7,12,23
OTGON v. THE REPUBLIC OF MOLDOVA,mistral:latest,Event_who,Lenient,0.211,0.308,0.250,4,15,9,13,19
OTGON v. THE REPUBLIC OF MOLDOVA,mistral:latest,Event_who,Strict,0.000,0.000,0.000,0,19,13,13,19
OTGON v. THE REPUBLIC OF MOLDOVA,mistral:latest,Event_when,Lenient,0.800,0.400,0.533,4,1,6,10,5
OTGON v. THE REPUBLIC OF MOLDOVA,mistral:latest,Event_when,Strict,0.800,0.400,0.533,4,1,6,10,5
OTGON v. THE REPUBLIC OF MOLDOVA,mistral:latest,Event_what,Lenient,0.417,0.333,0.370,5,7,10,15,12
OTGON v. THE REPUBLIC OF MOLDOVA,mistral:latest,Event_what,Strict,0.250,0.200,0.222,3,9,12,15,12
OTGON v. THE REPUBLIC OF MOLDOVA,incept5/llama3.1-claude:latest,Event,Lenient,1.000,0.083,0.154,1,0,11,12,1
OTGON v. THE REPUBLIC OF MOLDOVA,incept5/llama3.1-claude:latest,Event,Strict,0.000,0.000,0.000,0,1,12,12,1
OTGON v. THE REPUBLIC OF MOLDOVA,incept5/llama3.1-claude:latest,Event_who,Lenient,0.000,0.000,0.000,0,1,13,13,1
OTGON v. THE REPUBLIC OF MOLDOVA,incept5/llama3.1-claude:latest,Event_who,Strict,0.000,0.000,0.000,0,1,13,13,1
OTGON v. THE REPUBLIC OF MOLDOVA,incept5/llama3.1-claude:latest,Event_when,Lenient,0.000,0.000,0.000,0,1,10,10,1
OTGON v. THE REPUBLIC OF MOLDOVA,incept5/llama3.1-claude:latest,Event_when,Strict,0.000,0.000,0.000,0,1,10,10,1
OTGON v. THE REPUBLIC OF MOLDOVA,incept5/llama3.1-claude:latest,Event_what,Lenient,0.000,0.000,0.000,0,0,15,15,0
OTGON v. THE REPUBLIC OF MOLDOVA,incept5/llama3.1-claude:latest,Event_what,Strict,0.000,0.000,0.000,0,0,15,15,0
OTGON v. THE REPUBLIC OF MOLDOVA,chevalblanc/claude-3-haiku:latest,Event,Lenient,0.600,0.250,0.353,3,2,9,12,5
OTGON v. THE REPUBLIC OF MOLDOVA,chevalblanc/claude-3-haiku:latest,Event,Strict,0.400,0.167,0.235,2,3,10,12,5
OTGON v. THE REPUBLIC OF MOLDOVA,chevalblanc/claude-3-haiku:latest,Event_who,Lenient,0.333,0.077,0.125,1,2,12,13,3
OTGON v. THE REPUBLIC OF MOLDOVA,chevalblanc/claude-3-haiku:latest,Event_who,Strict,0.000,0.000,0.000,0,3,13,13,3
OTGON v. THE REPUBLIC OF MOLDOVA,chevalblanc/claude-3-haiku:latest,Event_when,Lenient,1.000,0.100,0.182,1,0,9,10,1
OTGON v. THE REPUBLIC OF MOLDOVA,chevalblanc/claude-3-haiku:latest,Event_when,Strict,0.000,0.000,0.000,0,1,10,10,1
OTGON v. THE REPUBLIC OF MOLDOVA,chevalblanc/claude-3-haiku:latest,Event_what,Lenient,0.000,0.000,0.000,0,0,15,15,0
OTGON v. THE REPUBLIC OF MOLDOVA,chevalblanc/claude-3-haiku:latest,Event_what,Strict,0.000,0.000,0.000,0,0,15,15,0
OTGON v. THE REPUBLIC OF MOLDOVA,mixtral:8x7b,Event,Lenient,0.714,0.417,0.526,5,2,7,12,7
OTGON v. THE REPUBLIC OF MOLDOVA,mixtral:8x7b,Event,Strict,0.286,0.167,0.211,2,5,10,12,7
OTGON v. THE REPUBLIC OF MOLDOVA,mixtral:8x7b,Event_who,Lenient,0.000,0.000,0.000,0,3,13,13,3
OTGON v. THE REPUBLIC OF MOLDOVA,mixtral:8x7b,Event_who,Strict,0.000,0.000,0.000,0,3,13,13,3
OTGON v. THE REPUBLIC OF MOLDOVA,mixtral:8x7b,Event_when,Lenient,0.800,0.400,0.533,4,1,6,10,5
OTGON v. THE REPUBLIC OF MOLDOVA,mixtral:8x7b,Event_when,Strict,0.800,0.400,0.533,4,1,6,10,5
OTGON v. THE REPUBLIC OF MOLDOVA,mixtral:8x7b,Event_what,Lenient,0.000,0.000,0.000,0,1,15,15,1
OTGON v. THE REPUBLIC OF MOLDOVA,mixtral:8x7b,Event_what,Strict,0.000,0.000,0.000,0,1,15,15,1
OTGON v. THE REPUBLIC OF MOLDOVA,dolphin3:8b,Event,Lenient,1.000,0.083,0.154,1,0,11,12,1
OTGON v. THE REPUBLIC OF MOLDOVA,dolphin3:8b,Event,Strict,0.000,0.000,0.000,0,1,12,12,1
OTGON v. THE REPUBLIC OF MOLDOVA,dolphin3:8b,Event_who,Lenient,0.000,0.000,0.000,0,0,13,13,0
OTGON v. THE REPUBLIC OF MOLDOVA,dolphin3:8b,Event_who,Strict,0.000,0.000,0.000,0,0,13,13,0
OTGON v. THE REPUBLIC OF MOLDOVA,dolphin3:8b,Event_when,Lenient,0.000,0.000,0.000,0,0,10,10,0
OTGON v. THE REPUBLIC OF MOLDOVA,dolphin3:8b,Event_when,Strict,0.000,0.000,0.000,0,0,10,10,0
OTGON v. THE REPUBLIC OF MOLDOVA,dolphin3:8b,Event_what,Lenient,0.000,0.000,0.000,0,0,15,15,0
OTGON v. THE REPUBLIC OF MOLDOVA,dolphin3:8b,Event_what,Strict,0.000,0.000,0.000,0,0,15,15,0
RESIN v. RUSSIA,gemma3:1b,Event,Lenient,0.385,0.312,0.345,5,8,11,16,13
RESIN v. RUSSIA,gemma3:1b,Event,Strict,0.385,0.312,0.345,5,8,11,16,13
RESIN v. RUSSIA,gemma3:1b,Event_who,Lenient,0.000,0.000,0.000,0,9,16,16,9
RESIN v. RUSSIA,gemma3:1b,Event_who,Strict,0.000,0.000,0.000,0,9,16,16,9
RESIN v. RUSSIA,gemma3:1b,Event_when,Lenient,0.300,0.214,0.250,3,7,11,14,10
RESIN v. RUSSIA,gemma3:1b,Event_when,Strict,0.300,0.214,0.250,3,7,11,14,10
RESIN v. RUSSIA,gemma3:1b,Event_what,Lenient,0.000,0.000,0.000,0,1,22,22,1
RESIN v. RUSSIA,gemma3:1b,Event_what,Strict,0.000,0.000,0.000,0,1,22,22,1
RESIN v. RUSSIA,gemma3:4b,Event,Lenient,0.375,0.188,0.250,3,5,13,16,8
RESIN v. RUSSIA,gemma3:4b,Event,Strict,0.125,0.062,0.083,1,7,15,16,8
RESIN v. RUSSIA,gemma3:4b,Event_who,Lenient,0.000,0.000,0.000,0,8,16,16,8
RESIN v. RUSSIA,gemma3:4b,Event_who,Strict,0.000,0.000,0.000,0,8,16,16,8
RESIN v. RUSSIA,gemma3:4b,Event_when,Lenient,1.000,0.071,0.133,1,0,13,14,1
RESIN v. RUSSIA,gemma3:4b,Event_when,Strict,1.000,0.071,0.133,1,0,13,14,1
RESIN v. RUSSIA,gemma3:4b,Event_what,Lenient,0.143,0.045,0.069,1,6,21,22,7
RESIN v. RUSSIA,gemma3:4b,Event_what,Strict,0.000,0.000,0.000,0,7,22,22,7
RESIN v. RUSSIA,gemma3:12b,Event,Lenient,0.600,0.562,0.581,9,6,7,16,15
RESIN v. RUSSIA,gemma3:12b,Event,Strict,0.200,0.188,0.194,3,12,13,16,15
RESIN v. RUSSIA,gemma3:12b,Event_who,Lenient,0.133,0.125,0.129,2,13,14,16,15
RESIN v. RUSSIA,gemma3:12b,Event_who,Strict,0.067,0.062,0.065,1,14,15,16,15
RESIN v. RUSSIA,gemma3:12b,Event_when,Lenient,0.750,0.429,0.545,6,2,8,14,8
RESIN v. RUSSIA,gemma3:12b,Event_when,Strict,0.500,0.286,0.364,4,4,10,14,8
RESIN v. RUSSIA,gemma3:12b,Event_what,Lenient,0.429,0.273,0.333,6,8,16,22,14
RESIN v. RUSSIA,gemma3:12b,Event_what,Strict,0.000,0.000,0.000,0,14,22,22,14
RESIN v. RUSSIA,llama3.3:latest,Event,Lenient,0.579,0.688,0.629,11,8,5,16,19
RESIN v. RUSSIA,llama3.3:latest,Event,Strict,0.526,0.625,0.571,10,9,6,16,19
RESIN v. RUSSIA,llama3.3:latest,Event_who,Lenient,0.000,0.000,0.000,0,18,16,16,18
RESIN v. RUSSIA,llama3.3:latest,Event_who,Strict,0.000,0.000,0.000,0,18,16,16,18
RESIN v. RUSSIA,llama3.3:latest,Event_when,Lenient,0.750,0.214,0.333,3,1,11,14,4
RESIN v. RUSSIA,llama3.3:latest,Event_when,Strict,0.750,0.214,0.333,3,1,11,14,4
RESIN v. RUSSIA,llama3.3:latest,Event_what,Lenient,0.750,0.136,0.231,3,1,19,22,4
RESIN v. RUSSIA,llama3.3:latest,Event_what,Strict,0.000,0.000,0.000,0,4,22,22,4
RESIN v. RUSSIA,deepseek-r1:8b,Event,Lenient,0.625,0.312,0.417,5,3,11,16,8
RESIN v. RUSSIA,deepseek-r1:8b,Event,Strict,0.375,0.188,0.250,3,5,13,16,8
RESIN v. RUSSIA,deepseek-r1:8b,Event_who,Lenient,0.000,0.000,0.000,0,3,16,16,3
RESIN v. RUSSIA,deepseek-r1:8b,Event_who,Strict,0.000,0.000,0.000,0,3,16,16,3
RESIN v. RUSSIA,deepseek-r1:8b,Event_when,Lenient,0.667,0.143,0.235,2,1,12,14,3
RESIN v. RUSSIA,deepseek-r1:8b,Event_when,Strict,0.333,0.071,0.118,1,2,13,14,3
RESIN v. RUSSIA,deepseek-r1:8b,Event_what,Lenient,0.000,0.000,0.000,0,1,22,22,1
RESIN v. RUSSIA,deepseek-r1:8b,Event_what,Strict,0.000,0.000,0.000,0,1,22,22,1
RESIN v. RUSSIA,mistral:latest,Event,Lenient,0.480,0.750,0.585,12,13,4,16,25
RESIN v. RUSSIA,mistral:latest,Event,Strict,0.440,0.688,0.537,11,14,5,16,25
RESIN v. RUSSIA,mistral:latest,Event_who,Lenient,0.000,0.000,0.000,0,18,16,16,18
RESIN v. RUSSIA,mistral:latest,Event_who,Strict,0.000,0.000,0.000,0,18,16,16,18
RESIN v. RUSSIA,mistral:latest,Event_when,Lenient,0.857,0.429,0.571,6,1,8,14,7
RESIN v. RUSSIA,mistral:latest,Event_when,Strict,0.857,0.429,0.571,6,1,8,14,7
RESIN v. RUSSIA,mistral:latest,Event_what,Lenient,0.429,0.136,0.207,3,4,19,22,7
RESIN v. RUSSIA,mistral:latest,Event_what,Strict,0.429,0.136,0.207,3,4,19,22,7
RESIN v. RUSSIA,incept5/llama3.1-claude:latest,Event,Lenient,0.619,0.812,0.703,13,8,3,16,21
RESIN v. RUSSIA,incept5/llama3.1-claude:latest,Event,Strict,0.476,0.625,0.541,10,11,6,16,21
RESIN v. RUSSIA,incept5/llama3.1-claude:latest,Event_who,Lenient,0.000,0.000,0.000,0,0,16,16,0
RESIN v. RUSSIA,incept5/llama3.1-claude:latest,Event_who,Strict,0.000,0.000,0.000,0,0,16,16,0
RESIN v. RUSSIA,incept5/llama3.1-claude:latest,Event_when,Lenient,0.667,0.143,0.235,2,1,12,14,3
RESIN v. RUSSIA,incept5/llama3.1-claude:latest,Event_when,Strict,0.667,0.143,0.235,2,1,12,14,3
RESIN v. RUSSIA,incept5/llama3.1-claude:latest,Event_what,Lenient,0.200,0.045,0.074,1,4,21,22,5
RESIN v. RUSSIA,incept5/llama3.1-claude:latest,Event_what,Strict,0.000,0.000,0.000,0,5,22,22,5
RESIN v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event,Lenient,0.750,0.375,0.500,6,2,10,16,8
RESIN v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event,Strict,0.500,0.250,0.333,4,4,12,16,8
RESIN v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event_who,Lenient,0.000,0.000,0.000,0,7,16,16,7
RESIN v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event_who,Strict,0.000,0.000,0.000,0,7,16,16,7
RESIN v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event_when,Lenient,1.000,0.143,0.250,2,0,12,14,2
RESIN v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event_when,Strict,0.000,0.000,0.000,0,2,14,14,2
RESIN v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event_what,Lenient,0.667,0.091,0.160,2,1,20,22,3
RESIN v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event_what,Strict,0.000,0.000,0.000,0,3,22,22,3
RESIN v. RUSSIA,mixtral:8x7b,Event,Lenient,0.643,0.562,0.600,9,5,7,16,14
RESIN v. RUSSIA,mixtral:8x7b,Event,Strict,0.571,0.500,0.533,8,6,8,16,14
RESIN v. RUSSIA,mixtral:8x7b,Event_who,Lenient,0.000,0.000,0.000,0,13,16,16,13
RESIN v. RUSSIA,mixtral:8x7b,Event_who,Strict,0.000,0.000,0.000,0,13,16,16,13
RESIN v. RUSSIA,mixtral:8x7b,Event_when,Lenient,0.857,0.429,0.571,6,1,8,14,7
RESIN v. RUSSIA,mixtral:8x7b,Event_when,Strict,0.429,0.214,0.286,3,4,11,14,7
RESIN v. RUSSIA,mixtral:8x7b,Event_what,Lenient,0.667,0.182,0.286,4,2,18,22,6
RESIN v. RUSSIA,mixtral:8x7b,Event_what,Strict,0.000,0.000,0.000,0,6,22,22,6
RESIN v. RUSSIA,dolphin3:8b,Event,Lenient,1.000,0.062,0.118,1,0,15,16,1
RESIN v. RUSSIA,dolphin3:8b,Event,Strict,0.000,0.000,0.000,0,1,16,16,1
RESIN v. RUSSIA,dolphin3:8b,Event_who,Lenient,0.000,0.000,0.000,0,0,16,16,0
RESIN v. RUSSIA,dolphin3:8b,Event_who,Strict,0.000,0.000,0.000,0,0,16,16,0
RESIN v. RUSSIA,dolphin3:8b,Event_when,Lenient,0.000,0.000,0.000,0,0,14,14,0
RESIN v. RUSSIA,dolphin3:8b,Event_when,Strict,0.000,0.000,0.000,0,0,14,14,0
RESIN v. RUSSIA,dolphin3:8b,Event_what,Lenient,0.000,0.000,0.000,0,0,22,22,0
RESIN v. RUSSIA,dolphin3:8b,Event_what,Strict,0.000,0.000,0.000,0,0,22,22,0
DOKTOROV v. BULGARIA,gemma3:1b,Event,Lenient,0.429,0.750,0.545,9,12,3,12,21
DOKTOROV v. BULGARIA,gemma3:1b,Event,Strict,0.333,0.583,0.424,7,14,5,12,21
DOKTOROV v. BULGARIA,gemma3:1b,Event_who,Lenient,0.053,0.091,0.067,1,18,10,11,19
DOKTOROV v. BULGARIA,gemma3:1b,Event_who,Strict,0.000,0.000,0.000,0,19,11,11,19
DOKTOROV v. BULGARIA,gemma3:1b,Event_when,Lenient,0.200,0.500,0.286,4,16,4,8,20
DOKTOROV v. BULGARIA,gemma3:1b,Event_when,Strict,0.200,0.500,0.286,4,16,4,8,20
DOKTOROV v. BULGARIA,gemma3:1b,Event_what,Lenient,0.000,0.000,0.000,0,0,15,15,0
DOKTOROV v. BULGARIA,gemma3:1b,Event_what,Strict,0.000,0.000,0.000,0,0,15,15,0
DOKTOROV v. BULGARIA,gemma3:4b,Event,Lenient,0.545,0.500,0.522,6,5,6,12,11
DOKTOROV v. BULGARIA,gemma3:4b,Event,Strict,0.182,0.167,0.174,2,9,10,12,11
DOKTOROV v. BULGARIA,gemma3:4b,Event_who,Lenient,0.000,0.000,0.000,0,10,11,11,10
DOKTOROV v. BULGARIA,gemma3:4b,Event_who,Strict,0.000,0.000,0.000,0,10,11,11,10
DOKTOROV v. BULGARIA,gemma3:4b,Event_when,Lenient,0.500,0.375,0.429,3,3,5,8,6
DOKTOROV v. BULGARIA,gemma3:4b,Event_when,Strict,0.500,0.375,0.429,3,3,5,8,6
DOKTOROV v. BULGARIA,gemma3:4b,Event_what,Lenient,0.400,0.267,0.320,4,6,11,15,10
DOKTOROV v. BULGARIA,gemma3:4b,Event_what,Strict,0.100,0.067,0.080,1,9,14,15,10
DOKTOROV v. BULGARIA,gemma3:12b,Event,Lenient,0.400,0.167,0.235,2,3,10,12,5
DOKTOROV v. BULGARIA,gemma3:12b,Event,Strict,0.200,0.083,0.118,1,4,11,12,5
DOKTOROV v. BULGARIA,gemma3:12b,Event_who,Lenient,0.000,0.000,0.000,0,4,11,11,4
DOKTOROV v. BULGARIA,gemma3:12b,Event_who,Strict,0.000,0.000,0.000,0,4,11,11,4
DOKTOROV v. BULGARIA,gemma3:12b,Event_when,Lenient,0.200,0.125,0.154,1,4,7,8,5
DOKTOROV v. BULGARIA,gemma3:12b,Event_when,Strict,0.200,0.125,0.154,1,4,7,8,5
DOKTOROV v. BULGARIA,gemma3:12b,Event_what,Lenient,0.000,0.000,0.000,0,1,15,15,1
DOKTOROV v. BULGARIA,gemma3:12b,Event_what,Strict,0.000,0.000,0.000,0,1,15,15,1
DOKTOROV v. BULGARIA,llama3.3:latest,Event,Lenient,0.750,0.250,0.375,3,1,9,12,4
DOKTOROV v. BULGARIA,llama3.3:latest,Event,Strict,0.500,0.167,0.250,2,2,10,12,4
DOKTOROV v. BULGARIA,llama3.3:latest,Event_who,Lenient,0.000,0.000,0.000,0,3,11,11,3
DOKTOROV v. BULGARIA,llama3.3:latest,Event_who,Strict,0.000,0.000,0.000,0,3,11,11,3
DOKTOROV v. BULGARIA,llama3.3:latest,Event_when,Lenient,0.500,0.250,0.333,2,2,6,8,4
DOKTOROV v. BULGARIA,llama3.3:latest,Event_when,Strict,0.500,0.250,0.333,2,2,6,8,4
DOKTOROV v. BULGARIA,llama3.3:latest,Event_what,Lenient,0.500,0.067,0.118,1,1,14,15,2
DOKTOROV v. BULGARIA,llama3.3:latest,Event_what,Strict,0.500,0.067,0.118,1,1,14,15,2
DOKTOROV v. BULGARIA,deepseek-r1:8b,Event,Lenient,0.529,0.750,0.621,9,8,3,12,17
DOKTOROV v. BULGARIA,deepseek-r1:8b,Event,Strict,0.471,0.667,0.552,8,9,4,12,17
DOKTOROV v. BULGARIA,deepseek-r1:8b,Event_who,Lenient,0.000,0.000,0.000,0,6,11,11,6
DOKTOROV v. BULGARIA,deepseek-r1:8b,Event_who,Strict,0.000,0.000,0.000,0,6,11,11,6
DOKTOROV v. BULGARIA,deepseek-r1:8b,Event_when,Lenient,0.750,0.375,0.500,3,1,5,8,4
DOKTOROV v. BULGARIA,deepseek-r1:8b,Event_when,Strict,0.000,0.000,0.000,0,4,8,8,4
DOKTOROV v. BULGARIA,deepseek-r1:8b,Event_what,Lenient,1.000,0.133,0.235,2,0,13,15,2
DOKTOROV v. BULGARIA,deepseek-r1:8b,Event_what,Strict,0.500,0.067,0.118,1,1,14,15,2
DOKTOROV v. BULGARIA,mistral:latest,Event,Lenient,0.444,0.667,0.533,8,10,4,12,18
DOKTOROV v. BULGARIA,mistral:latest,Event,Strict,0.444,0.667,0.533,8,10,4,12,18
DOKTOROV v. BULGARIA,mistral:latest,Event_who,Lenient,0.091,0.091,0.091,1,10,10,11,11
DOKTOROV v. BULGARIA,mistral:latest,Event_who,Strict,0.091,0.091,0.091,1,10,10,11,11
DOKTOROV v. BULGARIA,mistral:latest,Event_when,Lenient,0.600,0.375,0.462,3,2,5,8,5
DOKTOROV v. BULGARIA,mistral:latest,Event_when,Strict,0.600,0.375,0.462,3,2,5,8,5
DOKTOROV v. BULGARIA,mistral:latest,Event_what,Lenient,0.417,0.333,0.370,5,7,10,15,12
DOKTOROV v. BULGARIA,mistral:latest,Event_what,Strict,0.333,0.267,0.296,4,8,11,15,12
DOKTOROV v. BULGARIA,incept5/llama3.1-claude:latest,Event,Lenient,0.000,0.000,0.000,0,0,12,12,0
DOKTOROV v. BULGARIA,incept5/llama3.1-claude:latest,Event,Strict,0.000,0.000,0.000,0,0,12,12,0
DOKTOROV v. BULGARIA,incept5/llama3.1-claude:latest,Event_who,Lenient,0.000,0.000,0.000,0,0,11,11,0
DOKTOROV v. BULGARIA,incept5/llama3.1-claude:latest,Event_who,Strict,0.000,0.000,0.000,0,0,11,11,0
DOKTOROV v. BULGARIA,incept5/llama3.1-claude:latest,Event_when,Lenient,0.000,0.000,0.000,0,0,8,8,0
DOKTOROV v. BULGARIA,incept5/llama3.1-claude:latest,Event_when,Strict,0.000,0.000,0.000,0,0,8,8,0
DOKTOROV v. BULGARIA,incept5/llama3.1-claude:latest,Event_what,Lenient,0.000,0.000,0.000,0,0,15,15,0
DOKTOROV v. BULGARIA,incept5/llama3.1-claude:latest,Event_what,Strict,0.000,0.000,0.000,0,0,15,15,0
DOKTOROV v. BULGARIA,chevalblanc/claude-3-haiku:latest,Event,Lenient,0.700,0.583,0.636,7,3,5,12,10
DOKTOROV v. BULGARIA,chevalblanc/claude-3-haiku:latest,Event,Strict,0.600,0.500,0.545,6,4,6,12,10
DOKTOROV v. BULGARIA,chevalblanc/claude-3-haiku:latest,Event_who,Lenient,0.000,0.000,0.000,0,5,11,11,5
DOKTOROV v. BULGARIA,chevalblanc/claude-3-haiku:latest,Event_who,Strict,0.000,0.000,0.000,0,5,11,11,5
DOKTOROV v. BULGARIA,chevalblanc/claude-3-haiku:latest,Event_when,Lenient,1.000,0.500,0.667,4,0,4,8,4
DOKTOROV v. BULGARIA,chevalblanc/claude-3-haiku:latest,Event_when,Strict,0.000,0.000,0.000,0,4,8,8,4
DOKTOROV v. BULGARIA,chevalblanc/claude-3-haiku:latest,Event_what,Lenient,0.667,0.133,0.222,2,1,13,15,3
DOKTOROV v. BULGARIA,chevalblanc/claude-3-haiku:latest,Event_what,Strict,0.333,0.067,0.111,1,2,14,15,3
DOKTOROV v. BULGARIA,mixtral:8x7b,Event,Lenient,0.500,0.333,0.400,4,4,8,12,8
